Project ID,Project Town/City,Project ZIP Code,Electricity Utility Name,Natural Gas Utility Name,Audit Completed Date,NYSERDA Clean Energy Fund (CEF) Funding Amount (dollars),Georeference
1132,Ellenburg Center,12934,NYS Electric and Gas,,1/2/2020,2500,POINT (-73.889006 44.84782)
1036,Delmar,12054,National Grid,,1/2/2020,2500,POINT (-73.83044 42.62312)
1103,Frankfort,13340,National Grid,,1/2/2020,2500,POINT (-75.07407 43.03638)
920,Munnsville,13409,National Grid,,1/2/2020,2500,POINT (-75.58523 42.97805)
714,Ogdensburg,13669,National Grid,,12/19/2018,2500,POINT (-75.48994 44.69424)
575,Swan Lake,12783,NYS Electric and Gas,,12/19/2017,2500,POINT (-74.838527 41.738103)
537,Mohawk,13407,National Grid,,12/19/2017,2500,POINT (-75.00465 43.01129)
586,Yorktown Heights,10598,Consolidated Edison,,12/19/2017,2500,POINT (-73.793408 41.292054)
555,Frewsburg,14738,National Grid,,12/19/2017,2500,POINT (-79.16058 42.05266)
492,Chittenango,13037,National Grid,,12/19/2017,2500,POINT (-75.8756 43.0438)
549,Holland Patent,13438,National Grid,,12/19/2017,2500,POINT (-75.25706 43.24164)
563,Jeffersonville,12748,NYS Electric and Gas,,12/19/2017,6000,POINT (-74.92253 41.778955)
560,Ferndale,12734,NYS Electric and Gas,,12/19/2017,3560,POINT (-74.750902 41.742642)
558,Callicoon,12723,NYS Electric and Gas,,12/19/2017,2500,POINT (-75.022744 41.77339)
526,West Charlton,12010,National Grid,,12/19/2017,2500,POINT (-73.96023 42.93431)
72,Ulster Park,12487,Central Hudson Gas and Electric,,12/19/2016,2491,POINT (-73.997208 41.861031)
449,Silver Springs,14550,NYS Electric and Gas,,12/18/2017,2500,POINT (-78.094894 42.674084)
596,Swan Lake,12783,NYS Electric and Gas,,12/18/2017,2500,POINT (-74.838527 41.738103)
550,Pine Plains,12567,Central Hudson Gas and Electric,,12/18/2017,5965,POINT (-73.655471 41.983843)
258,Berne,12023,National Grid,,12/18/2017,2488,POINT (-74.14201 42.62536)
572,Gansvoort,12831,National Grid,,12/18/2017,2500,POINT (-73.65232 43.19646)
493,Clayton,13656,National Grid,,12/18/2017,2500,POINT (-76.08174 44.23688)
706,Clifton Springs,14561,Rochester Gas and Electric,,12/17/2018,4805,POINT (-77.13883 42.9615)
886,Wayland,14572,NYS Electric and Gas,,12/17/2018,1002,POINT (-77.575008 42.558919)
1135,North Java,14113,NYS Electric and Gas,,12/16/2019,2500,POINT (-78.33763 42.69403)
821,Cato,13033,Rochester Gas and Electric,,12/16/2018,2500,POINT (-76.57287 43.16905)
704,Bloomfield,14469,Rochester Gas and Electric,,12/14/2018,4525,POINT (-77.43121 42.89798)
39,Little Falls,13365,National Grid,,12/13/2016,2500,POINT (-74.85884 43.04079)
127,Millerton,12546,Central Hudson Gas and Electric,,12/12/2016,2500,POINT (-73.532337 41.955234)
123,Binghamton,13903,NYS Electric and Gas,,12/12/2016,2500,POINT (-75.901088 42.063181)
73,New Paltz,12561,Central Hudson Gas and Electric,,12/12/2016,2500,POINT (-74.07846 41.74611)
128,Cato,13033,Rochester Gas and Electric,,12/12/2016,2500,POINT (-76.57287 43.16905)
1334,Dundee,14837,NYS Electric and Gas,,12/1/2021,2405,POINT (-77.010042 42.501328)
185,Penn Yan,14527,NYS Electric and Gas,,1/21/2018,5999,POINT (-77.062296 42.662294)
584,Yorktown Heights,10598,Consolidated Edison,,1/21/2018,2500,POINT (-73.793408 41.292054)
609,Hyde Park,12538,Central Hudson Gas and Electric,,1/21/2018,2500,POINT (-73.899329 41.78865)
580,Millbrook,12545,Central Hudson Gas and Electric,,1/21/2018,2500,POINT (-73.680398 41.788456)
115,Geneva,14456,NYS Electric and Gas,,12/1/2016,2500,POINT (-76.98218 42.86642)
1053,Barton,13734,NYS Electric and Gas,,12/11/2019,2500,POINT (-76.408073 42.072458)
870,Beekmantown,12901,NYS Electric and Gas,,12/11/2018,4060,POINT (-73.47796 44.77619)
568,Montgomery,12549,Central Hudson Gas and Electric,,12/11/2017,2500,POINT (-74.244699 41.525344)
431,Chase Mills,13621,National Grid,,12/11/2017,2500,POINT (-75.08 44.84809)
567,Walden,12586,NYS Electric and Gas,,12/11/2017,2500,POINT (-74.174903 41.563126)
153,Croghan,13327,National Grid,,12/11/2016,2500,POINT (-75.39118 43.89781)
894,West Edmoston,13485,NYS Electric and Gas,,12/10/2018,6000,POINT (-75.27863 42.76337)
1162,Berlin,12022,NYS Electric and Gas,,1/20/2021,6000,POINT (-73.350974 42.675489)
878,Richfield Springs,13439,NYS Electric and Gas,,11/9/2018,2500,POINT (-74.997512 42.853108)
435,Westport,12993,NYS Electric and Gas,,11/9/2017,2500,POINT (-73.43526 44.18421)
544,Rhinebeck,12572,Central Hudson Gas and Electric,,11/9/2017,2500,POINT (-73.90971 41.92704)
436,Harrisville,13648,National Grid,,11/9/2017,2497,POINT (-75.31531 44.15009)
433,Lowville,13367,National Grid,,11/9/2017,2497,POINT (-75.49047 43.78695)
507,Panama,14767,National Grid,,11/9/2017,5985,POINT (-79.48365 42.07495)
144,Apulia Station,13159,National Grid,,11/9/2016,275,POINT (-76.06931 42.81949)
129,Lorriane,13659,National Grid,,11/9/2016,2500,POINT (-75.95876 43.76595)
97,Potsdam,13676,National Grid,,11/9/2016,2500,POINT (-74.98656 44.66987)
1094,LeRoy,14482,National Grid,,1/18/2022,2500,POINT (-77.99195 42.97768)
1306,Hurleyville,12747,NYS Electric and Gas,,11/8/2021,5988,POINT (-74.6558 41.767063)
930,North Collins,14111,National Grid,,1/18/2019,1984,POINT (-78.94095 42.59468)
768,Amsterdam,12010,National Grid,,11/8/2018,2500,POINT (-74.18893 42.93896)
857,Leicester,14481,NYS Electric and Gas,,11/8/2018,3015,POINT (-77.916915 42.7754)
546,Poughkeepsie,12603,Central Hudson Gas and Electric,,11/8/2017,5630,POINT (-73.89913 41.69802)
548,Cold Spring,10516,Central Hudson Gas and Electric,,11/8/2017,5400,POINT (-73.917544 41.449844)
362,Nunda,14517,NYS Electric and Gas,,11/8/2017,2500,POINT (-77.897084 42.589458)
389,Pavilion,14525,National Grid,,11/8/2017,2500,POINT (-78.02306 42.87516)
292,North Java,14113,NYS Electric and Gas,,11/8/2017,1228,POINT (-78.33763 42.69403)
441,Freedom,14065,National Grid,,11/8/2017,2500,POINT (-78.38541 42.49798)
157,Florida,10921,Orange and Rockland Utilities,,11/8/2016,2500,POINT (-74.363989 41.32719)
113,Marathon,13803,NYS Electric and Gas,,11/8/2016,2500,POINT (-76.03513 42.44036)
1041,Barton,13734,NYS Electric and Gas,,11/7/2019,2500,POINT (-76.408073 42.072458)
660,Kent,14477,National Grid,,1/17/2019,2500,POINT (-78.13551 43.32607)
316,Munnsville,13409,NYS Electric and Gas,,1/17/2019,2500,POINT (-75.58523 42.97805)
938,North Collins,14111,National Grid,,1/17/2019,1654,POINT (-78.94095 42.59468)
377,Freedom,14065,National Grid,,11/7/2017,2500,POINT (-78.38541 42.49798)
1274,Jeffersonville,12748,NYS Electric and Gas,,11/6/2020,2302,POINT (-74.92253 41.778955)
1069,Tully,13159,National Grid,,1/16/2020,2500,POINT (-76.10971 42.79814)
987,Manlius,13104,National Grid,,11/6/2019,2500,POINT (-75.9804 43.00234)
683,Albion,14411,National Grid,,11/6/2019,2500,POINT (-78.19375 43.24607)
1025,Oswego,13126,National Grid,,11/6/2019,2500,POINT (-76.51119 43.45646)
758,Skaneateles,13152,NYS Electric and Gas,,1/16/2019,4525,POINT (-76.42754 42.94564)
552,Essex,12936,NYS Electric and Gas,,1/16/2018,2500,POINT (-73.35138 44.30897)
573,Pine Bush,12566,NYS Electric and Gas,,1/16/2018,6000,POINT (-74.331639 41.624382)
604,Canadaigua,14424,Rochester Gas and Electric,,1/16/2018,2500,POINT (-77.28094 42.88809)
554,Geneva,14456,NYS Electric and Gas,,1/16/2018,2500,POINT (-76.98218 42.86642)
570,Ferndale,12734,NYS Electric and Gas,,1/16/2018,6000,POINT (-74.750902 41.742642)
315,Cortland,13045,National Grid,,11/6/2017,457,POINT (-76.17484 42.60348)
985,Portageville,14536,NYS Electric and Gas,,11/5/2019,2500,POINT (-78.082198 42.549244)
956,Lyndonville,14098,NYS Electric and Gas,,11/5/2019,3020,POINT (-78.38875 43.3222)
1013,Richfield Springs,13439,NYS Electric and Gas,,11/4/2019,2500,POINT (-74.997512 42.853108)
700,Cato,13033,Rochester Gas and Electric,,1/14/2019,2500,POINT (-76.57287 43.16905)
562,Glenfield,13343,National Grid,,1/14/2018,2500,POINT (-75.40378 43.70927)
503,Marathon,13803,NYS Electric and Gas,,1/14/2018,2500,POINT (-76.03513 42.44036)
1074,Stanley,14561,NYS Electric and Gas,,1/13/2020,2320,POINT (-77.12893 42.822179)
67,Goshen,10924,Orange and Rockland Utilities,,1/13/2017,2500,POINT (-74.343148 41.383219)
253,Newport,13416,National Grid,,11/30/2017,206,POINT (-75.01815 43.19067)
201,Barker,14012,National Grid,,11/30/2017,805,POINT (-78.55259 43.33009)
162,Albion,14411,National Grid,,11/30/2017,470,POINT (-78.19375 43.24607)
282,Preble,13141,National Grid,,11/30/2017,182,POINT (-76.14677 42.73504)
252,Lansing,14882,NYS Electric and Gas,,11/30/2017,1251,POINT (-76.555392 42.576404)
290,Alden,14004,NYS Electric and Gas,,11/30/2017,184,POINT (-78.49159 42.90015)
114,South Dayton,14138,NYS Electric and Gas,,11/30/2016,2500,POINT (-79.05105 42.36168)
557,Roscoe,12776,NYS Electric and Gas,,11/29/2017,2500,POINT (-74.947074 41.945456)
133,Eden,14075,National Grid,,11/29/2016,2500,POINT (-78.88597 42.66683)
495,Watertown,13601,National Grid,,11/28/2017,2500,POINT (-75.91428 43.97586)
469,Varysburg,14167,National Grid,,11/28/2017,2500,POINT (-78.3134 42.76226)
561,Ferndale,12734,NYS Electric and Gas,,11/28/2017,2500,POINT (-74.750902 41.742642)
134,DePeyster,13633,National Grid,,11/28/2016,2065,POINT (-75.43572 44.55218)
58,Auburn,13021,NYS Electric and Gas,,11/27/2016,2495,POINT (-76.56591 42.92936)
536,Warnerville,12187,National Grid,,11/26/2017,2500,POINT (-74.46694 42.62549)
1032,Watertown,13601,National Grid,,11/25/2019,2500,POINT (-75.91428 43.97586)
1054,Latham,12110,National Grid,,11/24/2019,2500,POINT (-73.76181 42.74418)
1034,Clymer,14724,National Grid,,11/24/2019,2500,POINT (-79.62799 42.02083)
1019,Red Creek,13143,Rochester Gas and Electric,,11/24/2019,2500,POINT (-76.71183 43.233045)
1277,Chazy,12921,NYS Electric and Gas,,11/23/2020,3325,POINT (-73.43552 44.88589)
93,Ithaca,14850,NYS Electric and Gas,,11/23/2016,1500,POINT (-76.49546 42.44051)
543,Walton,13856,NYS Electric and Gas,,11/22/2017,2500,POINT (-75.164794 42.17512)
41,Dryden,13053,NYS Electric and Gas,,11/22/2016,2500,POINT (-76.29598 42.49062)
1345,Deansboro,13328,NYS Electric and Gas,,1/12/2022,2500,POINT (-75.42937 42.9946)
1081,Taberg,13471,National Grid,,1/12/2020,2500,POINT (-75.61976 43.30221)
209,Pine Island,10969,Orange and Rockland Utilities,,1/12/2017,2500,POINT (-74.486965 41.292249)
997,Casterland,13620,National Grid,,11/21/2019,2500,POINT (-75.51238 43.88923)
947,West Chazy,12992,NYS Electric and Gas,,11/21/2019,2500,POINT (-73.513603 44.81334)
480,Delhi,13753,NYS Electric and Gas,,11/21/2017,2500,POINT (-74.92022 42.27484)
117,Gansevoort,12831,National Grid,,11/21/2016,2500,POINT (-73.65232 43.19646)
1044,Turin,13473,National Grid,,11/20/2019,2500,POINT (-75.41 43.62556)
1007,Waterloo,13165,NYS Electric and Gas,,11/20/2019,2500,POINT (-76.876553 42.911888)
1060,Brewster,10509,NYS Electric and Gas,,11/20/2019,2500,POINT (-73.595855 41.409828)
518,Lyons,14489,NYS Electric and Gas,,11/20/2017,2500,POINT (-76.993653 43.084482)
1016,Jamesville,13078,National Grid,,11/19/2019,2500,POINT (-76.07025 42.9916)
981,Dansville,14437,National Grid,,11/19/2019,2500,POINT (-77.69694 42.562)
800,Canastota,13032,National Grid,,11/19/2018,2500,POINT (-75.75489 43.08027)
116,Franklin,13775,NYS Electric and Gas,,11/17/2016,2269,POINT (-75.16705 42.34168)
545,Annandale,12504,Central Hudson Gas and Electric,,11/16/2017,2500,POINT (-73.90823 42.01333)
472,Florida,10921,Orange and Rockland Utilities,,11/16/2017,6000,POINT (-74.363989 41.32719)
564,Meridale,13806,NYS Electric and Gas,,11/16/2017,2500,POINT (-74.99728 42.37742)
1235,Scipio Center,13147,NYS Electric and Gas,,11/15/2020,4000,POINT (-76.565785 42.778874)
782,Cohocton,14826,NYS Electric and Gas,,11/15/2018,2500,POINT (-77.496964 42.490952)
852,Oneida,13421,NYS Electric and Gas,,11/15/2018,2500,POINT (-75.6556 43.09938)
688,Ransomville,14131,NYS Electric and Gas,,11/15/2018,2500,POINT (-78.90956 43.23844)
663,North Java,14113,NYS Electric and Gas,,11/15/2018,2500,POINT (-78.33763 42.69403)
770,Theresa,13691,National Grid,,11/15/2018,2500,POINT (-75.80635 44.2175)
809,Batavia,14020,National Grid,,11/15/2018,2500,POINT (-78.18838 42.99842)
874,Dekalb,13630,National Grid,,11/15/2018,2500,POINT (-75.34266 44.49874)
713,Norfolk,13667,National Grid,,11/15/2018,2500,POINT (-74.98356 44.80086)
833,Smyrna,13464,NYS Electric and Gas,,11/15/2018,2500,POINT (-75.620948 42.680025)
778,Jamesville,13078,National Grid,,11/15/2018,3020,POINT (-76.07025 42.9916)
692,Wolcott,14590,Rochester Gas and Electric,,11/15/2018,2500,POINT (-76.828703 43.240455)
268,Fort Ann,12827,National Grid,,11/15/2017,5985,POINT (-73.49172 43.41455)
1088,Delevan,14042,National Grid,,11/14/2019,2500,POINT (-78.48029 42.49056)
1018,Fulton,13069,National Grid,,11/14/2019,2500,POINT (-76.41527 43.32201)
1073,Canaseraga,14822,NYS Electric and Gas,,11/14/2019,2252,POINT (-77.84141 42.432818)
759,Elbridge,13060,NYS Electric and Gas,,11/14/2018,2500,POINT (-76.45103 43.03397)
705,Shortsville,14548,Rochester Gas and Electric,,11/14/2018,4165,POINT (-77.24468 42.976557)
470,West Winfield,13491,NYS Electric and Gas,,11/14/2017,2500,POINT (-75.19378 42.88517)
164,Canaseroga,14822,NYS Electric and Gas,,11/14/2016,2071,POINT (-77.77751 42.46129)
774,Gainesville,14066,National Grid,,11/13/2018,2500,POINT (-78.13413 42.64198)
771,Barneveld,13304,National Grid,,11/13/2018,2500,POINT (-75.19067 43.27397)
501,South Plymouth,13844,NYS Electric and Gas,,11/13/2017,150,POINT (-75.674315 42.609119)
98,Peru,12972,NYS Electric and Gas,,11/13/2016,2500,POINT (-73.544857 44.560576)
96,Berne,12023,National Grid,,11/13/2016,2500,POINT (-74.14201 42.62536)
59,Lisbon,13658,National Grid,,11/13/2016,2500,POINT (-75.31959 44.72815)
1104,Richford,13835,NYS Electric and Gas,,11/12/2021,2500,POINT (-76.17105 42.385431)
681,Hamburg,14075,NYS Electric and Gas,,11/12/2018,2500,POINT (-78.83422 42.71624)
767,Heuvelton,13654,National Grid,,11/12/2018,2500,POINT (-75.40856 44.61887)
606,Theresa,13691,National Grid,,11/12/2018,2500,POINT (-75.80635 44.2175)
1322,Fonda,12068,National Grid,,1/11/2022,2500,POINT (-74.3745 42.95452)
530,Marlboro,12542,Central Hudson Gas and Electric,,11/1/2017,2500,POINT (-73.991483 41.606585)
540,Thompson Ridge,10985,Orange and Rockland Utilities,,11/1/2017,2500,POINT (-74.33477 41.57081)
132,Fort Plain,13339,National Grid,,1/11/2017,2500,POINT (-74.62332 42.93068)
174,Seneca Castle,14432,NYS Electric and Gas,,1/11/2017,2500,POINT (-77.09629 42.88719)
130,Pine Island,10969,Orange and Rockland Utilities,,11/1/2016,2500,POINT (-74.486965 41.292249)
14,Cazenovia,13035,National Grid,,11/10/2016,2500,POINT (-75.84845 42.9296)
150,Ilion,13357,National Grid,,11/10/2016,2500,POINT (-75.04217 43.0184)
152,Goshen,10924,Orange and Rockland Utilities,,11/10/2016,2500,POINT (-74.343148 41.383219)
91,Salem,12865,NYS Electric and Gas,,11/10/2016,2060,POINT (-73.32778 43.17432)
984,Canton,13617,National Grid,,10/9/2019,2500,POINT (-75.16983 44.59994)
468,Sherman,14781,National Grid,,10/9/2017,2500,POINT (-79.59596 42.15934)
1009,Hoosick Falls,12090,National Grid,,10/8/2019,5978,POINT (-73.34957 42.90196)
89,West Seneca,14224,NYS Electric and Gas,,10/6/2016,2824,POINT (-78.75383 42.83504)
400,Kent,14477,National Grid,,10/5/2017,2500,POINT (-78.13551 43.32607)
450,Kinderhook,12106,National Grid,,10/5/2017,2500,POINT (-73.69837 42.39531)
1268,South New Berlin,13843,NYS Electric and Gas,,10/4/2020,2496,POINT (-75.373046 42.524079)
478,Locke,13092,NYS Electric and Gas,,10/4/2017,2500,POINT (-76.42596 42.650898)
380,Pike,14024,Rochester Gas and Electric,,10/4/2017,2500,POINT (-78.15847 42.55785)
399,Jamestown,14701,National Grid,,10/4/2017,2500,POINT (-79.2378 42.09605)
509,Florida,10921,Orange and Rockland Utilities,,10/4/2017,2500,POINT (-74.363989 41.32719)
496,Pine Bush,12566,Orange and Rockland Utilities,,10/4/2017,2500,POINT (-74.331639 41.624382)
488,Rome,13440,National Grid,,10/4/2017,2500,POINT (-75.45336 43.21516)
411,Preble,13141,NYS Electric and Gas,,10/4/2017,2500,POINT (-76.14677 42.73504)
45,Sharon Springs,13459,National Grid,,10/4/2016,2500,POINT (-74.61722 42.79531)
62,Chenango Forks,13746,NYS Electric and Gas,,10/4/2016,2500,POINT (-75.821814 42.26358)
527,Eagle Bridge,12057,National Grid,,10/3/2017,2500,POINT (-73.39377 42.94997)
460,Montgomery,12549,Central Hudson Gas and Electric,,10/3/2017,2500,POINT (-74.244699 41.525344)
494,Pine Bush,12566,NYS Electric and Gas,,10/3/2017,2500,POINT (-74.331639 41.624382)
512,Goshen,10924,Orange and Rockland Utilities,,10/31/2017,2500,POINT (-74.343148 41.383219)
474,Watkins Glen,14891,NYS Electric and Gas,,10/31/2017,2500,POINT (-76.93086 42.374999)
401,Marathon,13803,NYS Electric and Gas,,10/31/2017,2486,POINT (-76.03513 42.44036)
421,Sprakers,12166,National Grid,,10/31/2017,2500,POINT (-74.51427 42.89135)
154,Copenhagen,13626,National Grid,,10/31/2016,2500,POINT (-75.67336 43.89331)
110,New Hampton,10958,Orange and Rockland Utilities,,10/31/2016,2500,POINT (-74.42923 41.383487)
1042,Westmoreland,13323,National Grid,,10/30/2019,2500,POINT (-75.40512 43.11986)
542,Brewster,10509,NYS Electric and Gas,,10/30/2017,2500,POINT (-73.595855 41.409828)
524,Westtown,10998,Orange and Rockland Utilities,,10/30/2017,2500,POINT (-74.544095 41.329219)
414,Scipio Center,13147,NYS Electric and Gas,,10/30/2017,2500,POINT (-76.565785 42.778874)
103,Lafargeville,13656,National Grid,,10/30/2016,2500,POINT (-75.96182 44.19682)
140,Malone,12953,NYS Electric and Gas,,10/30/2016,2500,POINT (-74.29497 44.84879)
121,New Hampton,10958,Orange and Rockland Utilities,,10/29/2016,2500,POINT (-74.42923 41.383487)
1272,Lodi,14860,NYS Electric and Gas,,10/28/2020,2500,POINT (-76.82199 42.61403)
900,Sterling,13156,Rochester Gas and Electric,,10/28/2019,1021,POINT (-76.64533 43.32583)
875,Amsterdam,12010,National Grid,,10/28/2018,2500,POINT (-74.18893 42.93896)
691,Piseco,12139,NYS Electric and Gas,,10/28/2018,2500,POINT (-74.50698 43.4232)
737,Arcade,14009,NYS Electric and Gas,,10/27/2018,2500,POINT (-78.42825 42.53383)
808,Holland Patent,13354,National Grid,,10/27/2018,2500,POINT (-75.25706 43.24164)
516,Morrisville,13408,NYS Electric and Gas,,10/27/2017,2500,POINT (-75.64618 42.89895)
1319,Randolph,14772,National Grid,,10/26/2021,5997,POINT (-78.97436 42.1624)
534,Chester,10918,Orange and Rockland Utilities,,10/26/2017,5240,POINT (-74.259501 41.349912)
1294,Apulia Station,13159,National Grid,,10/25/2021,2500,POINT (-76.06931 42.81949)
273,North Bangor,12966,National Grid,,10/25/2017,2500,POINT (-74.40121 44.84202)
535,Maryland,12116,NYS Electric and Gas,,10/24/2017,2500,POINT (-74.93232 42.5008)
783,Paris Station,13456,National Grid,,10/22/2018,2500,POINT (-75.31191 43.00012)
853,Little Falls,13365,National Grid,,10/22/2018,2500,POINT (-74.85884 43.04079)
533,Marlboro,12542,Central Hudson Gas and Electric,,10/22/2017,2500,POINT (-73.991483 41.606585)
426,Castorland,13620,National Grid,,10/22/2017,2475,POINT (-75.51238 43.88923)
1129,Westford,13488,National Grid,,10/21/2020,2500,POINT (-74.79543 42.65212)
1138,Rexford,12148,National Grid,,10/21/2020,2500,POINT (-73.88796 42.85408)
988,Ilion,13357,National Grid,,10/21/2020,2488,POINT (-75.04217 43.0184)
81,Dryden,13053,NYS Electric and Gas,,10/21/2016,2500,POINT (-76.29598 42.49062)
1278,Ellenville,12428,Central Hudson Gas and Electric,,10/19/2020,4937,POINT (-74.436554 41.727616)
69,Cornwall,12518,Central Hudson Gas and Electric,,10/19/2016,6000,POINT (-74.030216 41.423638)
511,Warwick,10990,Orange and Rockland Utilities,,10/18/2017,2500,POINT (-74.365461 41.263165)
122,New Hampton,10958,Orange and Rockland Utilities,,10/18/2016,2500,POINT (-74.42923 41.383487)
877,Hammond,13646,National Grid,,10/17/2018,2500,POINT (-75.69394 44.44962)
525,Warwick,10990,Orange and Rockland Utilities,,10/17/2017,4620,POINT (-74.365461 41.263165)
477,Hinsadle,14743,National Grid,,10/17/2017,2500,POINT (-78.39366 42.16324)
42,Freeville,13068,NYS Electric and Gas,,10/17/2016,2500,POINT (-76.359264 42.505028)
56,Mohawk,13407,National Grid,,10/17/2016,2500,POINT (-75.00465 43.01129)
71,Stafford,14143,National Grid,,10/17/2016,2500,POINT (-78.07349 42.98365)
124,Larchmont,10538,Consolidated Edison,,10/17/2016,2500,POINT (-73.756566 40.935552)
82,Cambridge,12816,National Grid,,10/17/2016,2500,POINT (-73.38418 43.02814)
1001,Hamburg,14075,NYS Electric and Gas,,10/16/2019,2500,POINT (-78.83422 42.71624)
861,Taberg,13471,National Grid,,10/16/2018,2500,POINT (-75.61976 43.30221)
655,Athol,12810,National Grid,,10/16/2018,2500,POINT (-73.884905 43.484721)
862,Little Falls,13365,National Grid,,10/16/2018,2500,POINT (-74.85884 43.04079)
773,Watertown,13601,National Grid,,10/16/2018,2500,POINT (-75.91428 43.97586)
382,Calcium,13616,National Grid,,10/16/2017,2500,POINT (-75.84752 44.02544)
723,Sterling,13156,Rochester Gas and Electric,,10/15/2018,2500,POINT (-76.64533 43.32583)
416,Valley Falls,12185,National Grid,,10/15/2017,4420,POINT (-73.56245 42.90342)
432,Johnstown,12095,National Grid,,10/15/2017,2500,POINT (-74.36846 43.00655)
1280,McDonough,13801,NYS Electric and Gas,,10/14/2020,2372,POINT (-75.76947 42.49839)
84,Sharon Springs,13459,National Grid,,10/14/2016,2500,POINT (-74.61722 42.79531)
466,West Falls,14170,NYS Electric and Gas,,10/13/2017,2489,POINT (-78.668789 42.701944)
304,Appleton,14008,National Grid,,10/1/2019,6000,POINT (-78.64914 43.32708)
502,Seneca Falls,13148,NYS Electric and Gas,,10/1/2017,2500,POINT (-76.80882 42.91054)
445,Alden,14004,NYS Electric and Gas,,10/1/2017,2500,POINT (-78.49159 42.90015)
464,Middletown,10963,Orange and Rockland Utilities,,10/1/2017,6000,POINT (-74.42261 41.44584)
1316,Johnstown,12095,National Grid,,10/11/2021,2497,POINT (-74.36846 43.00655)
1219,Warsaw,14569,NYS Electric and Gas,,10/11/2020,5632,POINT (-78.1332 42.74022)
867,North Bangor,12966,National Grid,,10/11/2018,2500,POINT (-74.40121 44.84202)
792,LaFayette,13084,National Grid,,10/11/2018,2500,POINT (-76.105637 42.891883)
785,Cobleskill,12043,National Grid,,10/11/2018,2500,POINT (-74.48317 42.6782)
522,Campbell Hall,10916,Central Hudson Gas and Electric,,10/11/2017,2500,POINT (-74.246861 41.445409)
88,Canastota,13032,National Grid,,10/11/2016,2500,POINT (-75.75489 43.08027)
639,Batavia,14020,National Grid,,10/10/2018,2500,POINT (-78.18838 42.99842)
679,Argyle,12809,National Grid,,10/10/2018,3025,POINT (-73.49067 43.23541)
806,Redwood,13679,National Grid,,10/10/2018,2500,POINT (-75.80219 44.30276)
479,Monroe,10950,Orange and Rockland Utilities,,10/10/2017,2500,POINT (-74.194618 41.322198)
440,Clymer,14724,National Grid,,10/10/2017,2500,POINT (-79.62799 42.02083)
514,Warwick,10990,Orange and Rockland Utilities,,10/10/2017,6000,POINT (-74.365461 41.263165)
499,Wallkill,12589,Central Hudson Gas and Electric,,10/10/2017,2500,POINT (-74.144403 41.619869)
374,Mount Upton,13809,NYS Electric and Gas,,10/10/2017,2500,POINT (-75.396249 42.407791)
484,Marlboro,12542,Central Hudson Gas and Electric,,10/10/2017,2500,POINT (-73.991483 41.606585)
513,Warwick,10990,Orange and Rockland Utilities,,10/10/2017,2500,POINT (-74.365461 41.263165)
101,King Ferry,13081,NYS Electric and Gas,,10/10/2016,2500,POINT (-76.624187 42.671356)
85,Canastota,13032,National Grid,,10/10/2016,3829,POINT (-75.75489 43.08027)
57,Canton,13617,National Grid,,10/10/2016,2500,POINT (-75.16983 44.59994)
